ph,turbidity,conductivity,chlorine,temperature,pressure,flow,Risk_Index,Probable_Cause
6.4,2.94,1165.06,1.04,16.54,2.2,234.27,59,Corrosion
7.1,0.27,251.38,1.15,15.97,2.65,262.71,10,Normal
6.4,1.8,934.16,0.74,17.52,2.46,255.41,53,Corrosion
7.57,1.32,457.91,0.13,26.38,3.27,23.61,50,Stagnation
6.5,0.62,418.63,1.32,15.85,3.02,356.45,0,Normal
8.02,3.23,955.02,0.04,18.39,2.83,321.71,86,Contamination
7.5,0.84,457.89,0.74,14.56,2.98,325.73,10,Normal
7.32,1.42,353.85,1.02,22.06,1.02,82.9,35,Pression Faible
6.92,0.82,321.98,1.21,15.44,0.92,96.81,45,Pression Faible
7.25,0.69,285.23,1.11,17.32,2.87,237.05,4,Normal
7.19,0.75,512.59,0.87,11.15,2.87,276.58,14,Normal
7.36,5.79,974.02,0.11,18.56,3.03,213.75,97,Contamination
5.06,3.12,1055.84,0.08,8.63,3.38,308.53,94,Contamination
6.4,1.79,1000.77,0.83,18.45,2.71,278.39,63,Corrosion
7.53,0.6,424.22,0.33,17.11,1.79,55.11,21,Pression Faible
6.93,7.76,1209.43,0.06,16.44,2.77,295.67,89,Contamination
7.21,0.26,393.4,1.47,13.74,2.63,292.43,10,Normal
6.99,0.23,413.92,0.79,13.13,3.05,223.34,0,Normal
6.68,0.63,206.92,0.71,9.6,2.85,321.4,10,Normal
6.04,4.41,1117.38,0.52,12.41,3.88,313.75,78,Corrosion
6.24,2.56,954.7,0.36,16.47,2.83,195.75,52,Corrosion
7.04,1.25,387.48,1.52,9.78,1.04,49.05,28,Pression Faible
6.03,4.34,1294.59,0.06,15.28,2.23,373.88,90,Contamination
7.11,0.47,427.49,0.96,14.03,1.24,56.9,40,Pression Faible
7.43,0.3,339.44,1.19,18.61,3.48,352.79,5,Normal
7.1,0.19,540.51,1.41,12.98,3.28,283.39,12,Normal
7.65,0.4,597.87,1.24,20.39,2.86,320.25,3,Normal
6.22,7.69,1469.71,0.17,19.93,3.12,276.46,89,Contamination
6.22,2.2,923.17,0.85,14.94,2.83,227.48,60,Corrosion
5.85,3.36,935.08,0.9,11.63,2.97,281.83,58,Corrosion
7.08,0.92,171.08,1.24,17.14,3.16,308.81,15,Normal
7.44,7.74,982.23,0.06,17.27,2.57,335.86,91,Contamination
7.03,0.2,346.09,0.76,18.09,3.05,369.12,9,Normal
7.0,0.67,683.96,1.11,17.58,3.21,228.9,9,Normal
7.38,0.56,374.03,0.73,17.08,2.71,406.68,11,Normal
6.05,1.52,797.2,0.72,23.24,2.45,243.03,74,Corrosion
7.04,0.6,347.81,0.66,14.41,2.91,270.39,2,Normal
7.04,0.74,368.03,0.66,13.61,3.02,233.19,0,Normal
6.4,3.19,1186.03,0.92,9.72,3.41,198.19,78,Corrosion
6.97,0.53,537.82,1.32,17.72,2.91,283.62,6,Normal
7.3,0.47,488.93,1.25,16.77,2.24,306.4,15,Normal
5.96,2.63,749.14,0.4,17.39,2.66,284.48,66,Corrosion
7.0,0.78,500.11,1.09,14.36,3.26,319.63,10,Normal
7.27,0.71,542.65,0.62,11.85,2.77,224.88,3,Normal
6.95,7.2,1193.57,0.02,22.51,2.94,317.15,96,Contamination
7.96,1.14,656.02,0.06,26.0,2.21,35.17,44,Stagnation
7.01,0.72,352.18,1.09,13.05,3.28,267.21,1,Normal
7.71,0.3,265.44,1.29,13.23,3.0,283.89,3,Normal
6.81,0.48,526.49,1.3,15.7,3.33,247.02,1,Normal
7.37,1.4,436.96,0.08,19.6,1.88,38.18,59,Stagnation
7.19,7.8,1068.83,0.01,18.03,3.16,288.43,90,Contamination
7.44,0.3,383.86,0.98,18.68,3.06,387.3,1,Normal
6.8,0.53,417.94,1.19,12.56,3.51,300.65,9,Normal
6.87,0.5,368.68,1.83,18.15,3.01,294.4,9,Normal
7.88,1.7,158.85,0.16,22.06,2.11,38.8,46,Stagnation
7.87,0.61,510.04,1.54,12.51,2.44,332.84,6,Normal
7.13,0.23,392.18,1.22,14.55,2.76,288.82,10,Normal
5.99,0.96,871.45,0.4,17.98,2.18,310.76,71,Corrosion
7.08,0.39,429.45,0.74,15.84,2.78,272.16,4,Normal
7.32,0.27,273.57,1.07,14.92,3.05,316.38,3,Normal
7.22,0.62,409.74,0.4,9.76,3.58,300.0,3,Normal
7.49,0.43,394.2,0.86,22.4,3.08,273.26,11,Normal
6.7,0.89,383.67,1.22,17.57,2.86,333.62,8,Normal
7.02,0.3,516.45,0.95,16.56,3.12,331.9,9,Normal
6.73,0.38,367.55,0.75,16.29,3.36,367.26,5,Normal
7.1,0.56,444.56,1.19,12.37,3.55,346.33,10,Normal
7.49,0.74,453.41,0.69,14.58,2.5,320.75,1,Normal
7.15,0.49,520.4,0.86,14.24,3.01,208.0,15,Normal
7.12,0.05,341.45,1.16,16.34,1.02,80.82,21,Pression Faible
6.88,0.5,693.03,1.55,15.16,3.05,251.02,1,Normal
6.96,0.57,347.51,1.27,19.71,3.1,305.09,12,Normal
6.7,0.65,285.63,0.87,17.88,3.31,276.67,14,Normal
7.34,0.85,330.21,0.04,18.77,2.7,33.95,49,Stagnation
7.37,0.31,280.49,1.02,15.19,2.96,285.53,6,Normal
6.4,2.84,1294.14,1.18,21.11,2.37,285.59,71,Corrosion
6.65,2.67,1648.8,0.04,13.78,2.78,260.19,82,Contamination
6.99,0.73,573.08,0.7,19.98,1.45,87.93,44,Pression Faible
6.3,2.51,1157.21,0.97,11.01,2.92,297.04,68,Corrosion
7.11,0.53,338.71,0.59,10.35,2.54,333.45,14,Normal
6.45,0.37,323.43,0.92,9.43,3.12,236.34,9,Normal
7.95,0.89,440.44,0.1,22.49,2.51,25.73,62,Stagnation
6.14,2.87,746.97,0.93,19.58,3.08,305.94,65,Corrosion
7.25,0.31,319.04,1.1,17.83,3.84,349.09,7,Normal
6.85,0.35,627.85,0.94,15.14,2.71,378.26,8,Normal
7.35,0.57,300.62,0.99,15.13,1.45,90.94,32,Pression Faible
7.12,0.39,384.01,0.83,14.61,3.0,255.1,10,Normal
6.25,2.2,731.62,0.69,16.73,2.83,275.33,78,Corrosion
7.47,0.76,428.55,0.68,14.19,2.7,384.84,15,Normal
7.8,0.63,485.85,1.08,16.1,2.52,296.3,15,Normal
6.94,0.56,394.04,1.58,17.75,3.09,286.65,15,Normal
7.7,0.49,433.17,1.01,13.79,3.01,201.9,5,Normal
6.74,0.57,556.82,1.1,12.84,2.57,339.23,11,Normal
7.27,1.52,488.99,0.15,22.07,2.62,28.81,44,Stagnation
7.01,0.31,161.5,0.95,19.56,3.22,311.39,12,Normal
6.41,7.99,1164.21,0.13,14.08,2.68,257.64,83,Contamination
6.76,0.31,410.32,0.79,3.43,3.32,215.8,2,Normal
6.24,2.52,1323.47,1.1,14.49,2.52,340.16,67,Corrosion
6.76,0.54,386.89,0.9,16.06,3.06,322.87,13,Normal
7.24,0.58,409.34,0.8,15.01,2.79,260.98,7,Normal
7.1,0.48,403.52,1.27,13.5,3.06,305.9,15,Normal
7.02,0.51,500.27,1.06,15.68,2.79,398.44,10,Normal
7.01,0.17,486.02,0.97,14.09,2.84,393.59,13,Normal
6.14,2.94,932.52,0.88,20.2,2.7,162.58,63,Corrosion
7.46,0.6,410.8,1.14,13.89,3.01,293.41,10,Normal
7.02,0.74,258.77,1.71,17.63,2.47,288.79,7,Normal
7.15,0.58,301.06,1.01,14.64,2.78,256.16,2,Normal
6.37,1.14,995.58,1.04,15.34,2.82,319.81,72,Corrosion
6.99,0.38,350.45,1.35,18.88,2.58,350.31,15,Normal
7.45,0.81,438.51,0.99,18.44,3.21,412.24,14,Normal
7.49,0.53,282.59,0.83,10.69,2.94,346.3,3,Normal
7.0,8.04,1301.27,0.03,18.35,3.04,306.96,85,Contamination
7.25,0.35,356.7,1.68,18.69,2.56,181.65,12,Normal
7.22,0.68,348.01,1.31,15.18,2.95,337.81,3,Normal
7.29,1.06,517.02,0.1,25.82,2.71,36.29,59,Stagnation
5.98,3.2,835.48,0.88,13.25,3.22,267.44,62,Corrosion
7.79,0.98,476.33,1.02,12.16,3.27,310.51,1,Normal
7.36,0.85,317.56,0.72,14.29,3.25,327.74,4,Normal
6.28,7.51,839.64,0.01,17.54,2.73,344.49,100,Contamination
7.23,9.53,1125.84,0.04,22.84,2.87,374.7,84,Contamination
7.72,0.02,567.76,0.19,23.9,1.93,23.37,54,Stagnation
7.02,0.33,574.19,1.0,14.89,3.17,328.47,12,Normal
6.17,0.88,308.72,0.14,21.42,2.5,10.0,54,Stagnation
7.11,0.72,540.94,1.22,10.99,3.38,336.2,10,Normal
7.16,0.1,495.36,0.82,16.04,3.02,376.92,9,Normal
7.16,0.8,557.86,0.7,17.44,1.14,59.95,49,Pression Faible
7.2,0.64,535.37,1.44,14.12,2.7,284.06,11,Normal
6.85,0.73,365.83,1.12,8.38,0.98,65.49,38,Pression Faible
7.56,0.28,422.67,0.96,18.13,3.18,306.06,12,Normal
6.56,2.3,1274.13,0.08,11.7,2.53,312.62,89,Contamination
7.3,0.3,342.59,0.45,19.13,2.61,327.11,1,Normal
7.19,0.76,320.77,1.02,9.9,2.42,329.82,11,Normal
6.66,0.45,501.13,1.22,13.01,2.52,325.47,9,Normal
8.07,4.68,959.01,0.02,20.29,3.27,238.02,87,Contamination
6.75,0.97,382.27,1.08,12.92,3.15,348.0,12,Normal
7.62,2.07,417.33,0.07,22.46,2.64,32.28,62,Stagnation
6.81,0.56,362.58,0.83,15.1,2.71,243.23,12,Normal
6.42,0.85,455.57,0.96,13.0,2.14,263.57,6,Normal
7.79,1.67,514.23,0.12,24.61,2.4,40.85,55,Stagnation
7.08,0.32,299.43,0.68,16.98,2.78,248.35,12,Normal
7.57,6.66,1488.78,0.08,14.99,2.92,306.26,91,Contamination
6.26,3.79,995.78,0.15,16.35,3.27,276.57,84,Contamination
7.47,0.68,495.26,1.12,19.13,3.11,385.68,4,Normal
6.71,0.57,428.33,0.72,16.74,2.55,267.29,2,Normal
6.7,1.98,426.85,0.32,23.61,2.63,24.14,44,Stagnation
5.58,2.92,885.7,0.4,11.45,2.42,359.26,65,Corrosion
8.39,1.3,464.89,0.07,20.13,2.91,48.74,44,Stagnation
6.93,0.48,355.01,0.87,18.56,2.61,323.32,13,Normal
7.58,5.72,1467.92,0.06,22.87,2.44,282.56,99,Contamination
7.18,0.0,291.4,0.66,17.84,0.99,63.64,39,Pression Faible
7.45,0.18,192.88,0.89,10.66,2.58,328.67,13,Normal
7.46,0.66,510.88,1.37,8.61,3.14,273.52,14,Normal
6.98,0.61,226.97,0.47,16.9,3.15,306.84,7,Normal
6.94,0.65,468.03,1.03,11.47,2.87,341.89,0,Normal
7.6,0.43,375.03,0.95,15.82,2.83,155.29,7,Normal
6.4,3.94,777.52,0.48,15.59,2.72,309.73,58,Corrosion
7.22,0.34,268.16,1.26,16.8,3.32,251.59,11,Normal
7.75,0.15,470.96,0.43,12.63,3.47,341.57,1,Normal
7.04,0.4,410.06,1.15,18.75,2.86,219.41,11,Normal
7.25,0.41,269.94,1.09,14.36,3.09,255.28,15,Normal
7.35,0.4,317.23,0.83,20.23,1.44,101.54,22,Pression Faible
7.63,1.22,404.16,1.43,18.04,3.3,388.71,8,Normal
7.07,0.4,431.98,0.95,15.96,3.47,276.09,2,Normal
7.11,0.53,377.17,0.43,13.26,3.21,371.88,2,Normal
6.85,0.27,403.02,0.38,13.67,2.48,368.45,2,Normal
7.19,2.03,561.35,0.04,19.86,2.44,28.95,57,Stagnation
6.14,1.88,1049.28,0.88,14.98,2.52,238.91,59,Corrosion
7.17,1.23,458.54,0.13,25.53,2.46,40.05,68,Stagnation
7.27,0.45,388.08,0.98,15.84,2.71,226.73,0,Normal
7.4,0.68,474.56,1.05,17.3,3.21,339.38,15,Normal
6.94,0.28,361.14,0.99,14.27,2.44,386.08,10,Normal
7.12,0.53,524.45,0.3,13.46,2.88,283.18,9,Normal
7.15,0.79,467.35,1.29,15.14,2.58,196.02,1,Normal
6.89,1.38,453.18,0.08,21.26,3.1,21.77,59,Stagnation
6.37,2.5,887.81,1.15,20.39,2.7,297.95,73,Corrosion
6.15,2.51,940.85,0.59,15.08,2.57,304.08,58,Corrosion
7.17,0.24,327.66,0.04,13.52,3.01,293.19,15,Normal
7.79,0.61,453.05,0.51,13.91,2.85,260.7,1,Normal
7.18,0.3,322.41,0.19,21.71,2.35,29.95,49,Stagnation
7.93,6.01,1362.11,0.01,15.53,3.01,394.63,99,Contamination
7.63,0.62,415.14,1.42,17.38,2.31,247.3,15,Normal
7.3,0.14,310.24,0.79,14.23,2.91,285.54,2,Normal
7.66,5.47,1084.61,0.0,22.1,2.7,245.65,88,Contamination
7.26,0.35,347.4,1.08,14.02,3.69,296.26,8,Normal
7.39,0.11,313.94,0.67,12.14,3.12,351.78,8,Normal
7.3,0.45,336.91,1.33,21.21,3.04,346.97,3,Normal
7.64,1.58,333.55,0.05,22.79,2.86,21.82,69,Stagnation
6.59,0.4,501.01,0.52,11.47,3.05,294.2,4,Normal
7.74,0.59,417.5,0.22,19.61,2.94,19.33,51,Stagnation
7.68,5.25,856.53,0.03,20.18,2.9,355.92,88,Contamination
6.4,1.55,648.75,0.41,13.3,3.24,283.62,57,Corrosion
7.04,0.5,540.43,1.57,15.78,2.2,314.86,1,Normal
7.48,0.54,472.65,1.11,11.3,2.73,283.94,2,Normal
7.52,0.57,445.59,0.99,19.76,1.19,44.9,39,Pression Faible
7.39,1.44,471.24,0.66,11.75,0.91,120.07,24,Pression Faible
6.74,4.67,1152.47,0.03,24.27,2.6,359.03,93,Contamination
6.05,3.47,1216.52,0.83,15.05,2.83,244.31,57,Corrosion
6.84,1.98,474.58,0.0,17.86,1.8,37.7,63,Stagnation
7.25,0.97,498.82,0.05,23.09,2.53,29.16,46,Stagnation
6.73,0.34,460.25,0.8,18.62,3.7,332.82,11,Normal
7.65,0.64,346.57,1.06,21.04,2.84,248.03,8,Normal
5.55,2.33,699.31,1.3,16.65,3.19,232.08,53,Corrosion
6.86,0.24,309.2,1.1,16.56,3.18,225.57,14,Normal
7.2,0.29,440.15,1.14,11.48,3.29,416.94,9,Normal
7.45,0.47,368.35,0.94,12.72,3.08,243.08,7,Normal
6.63,0.54,402.12,0.83,11.15,3.09,250.49,12,Normal
7.16,0.85,465.12,0.59,11.18,3.05,231.23,4,Normal
6.6,0.61,432.09,1.14,15.79,2.98,266.89,13,Normal
7.35,0.81,349.88,0.69,11.59,2.74,310.13,14,Normal
6.56,0.59,464.39,0.46,12.06,3.02,292.83,10,Normal
7.36,0.76,526.48,0.8,12.05,0.88,94.71,41,Pression Faible
7.21,0.99,461.31,0.29,11.58,0.89,63.68,23,Pression Faible
7.07,1.1,519.85,0.81,14.25,0.99,81.78,40,Pression Faible
7.26,0.66,479.84,0.31,14.54,3.42,278.09,13,Normal
7.96,1.05,467.49,0.0,19.8,2.72,38.82,60,Stagnation
7.02,3.54,1213.14,0.11,24.97,2.8,217.01,90,Contamination
7.45,0.44,494.3,1.08,12.35,3.02,365.42,3,Normal
7.16,0.29,241.14,0.77,13.77,3.25,243.96,12,Normal
7.67,0.23,633.15,1.52,15.42,2.51,297.23,7,Normal
5.85,1.48,958.2,0.55,13.86,2.72,215.51,68,Corrosion
6.4,2.07,988.18,0.84,17.06,2.97,302.88,66,Corrosion
7.28,0.54,405.85,0.96,12.26,2.98,312.06,5,Normal
7.32,0.54,376.7,0.98,13.34,3.09,288.94,0,Normal
7.57,1.7,379.06,0.16,22.07,3.11,27.84,66,Stagnation
7.41,0.5,261.17,0.84,17.64,2.87,188.99,13,Normal
7.19,0.28,413.18,1.47,17.31,3.46,271.92,3,Normal
7.44,0.68,381.6,0.01,19.39,2.91,10.0,51,Stagnation
7.61,0.75,449.98,0.67,10.25,2.84,331.26,9,Normal
7.2,0.29,514.82,1.51,14.32,3.03,224.56,1,Normal
7.08,0.6,435.49,0.85,14.18,2.87,286.08,2,Normal
7.33,0.11,392.57,1.1,13.29,2.86,277.48,6,Normal
7.06,0.8,412.9,0.27,16.96,1.11,118.66,40,Pression Faible
6.84,0.33,379.71,1.12,9.15,2.75,329.57,3,Normal
6.92,0.77,354.61,0.73,16.83,3.48,320.82,4,Normal
7.58,0.84,307.81,1.28,10.43,3.13,296.43,5,Normal
7.99,8.34,1370.94,0.06,20.03,2.92,296.94,85,Contamination
7.63,0.81,385.83,1.07,15.24,2.52,283.18,14,Normal
8.14,0.83,661.45,0.22,22.8,2.67,20.83,42,Stagnation
7.39,1.92,388.55,0.21,19.25,2.14,49.01,69,Stagnation
7.2,0.64,536.27,1.27,17.76,1.03,74.26,44,Pression Faible
7.29,0.64,349.15,1.05,15.8,3.39,337.72,10,Normal
6.75,0.46,307.12,1.17,17.77,3.03,286.59,2,Normal
7.22,0.54,335.99,0.63,8.85,3.38,324.82,1,Normal
7.31,0.75,274.45,0.48,16.15,3.09,213.43,10,Normal
7.31,0.68,319.29,0.8,7.68,1.02,65.91,28,Pression Faible
7.37,0.75,463.89,0.14,12.48,1.37,73.82,28,Pression Faible
7.45,0.14,473.11,0.81,12.79,3.3,358.1,2,Normal
7.51,0.91,526.68,0.76,15.42,2.89,401.45,6,Normal
7.94,1.11,537.79,0.0,22.5,2.22,13.11,45,Stagnation
7.81,1.65,495.72,0.08,19.47,2.15,20.31,43,Stagnation
7.13,0.72,506.04,0.51,12.92,2.78,173.42,13,Normal
7.37,0.45,388.69,1.4,15.26,2.87,328.6,3,Normal
7.52,0.89,468.92,0.86,14.75,1.23,64.94,42,Pression Faible
7.03,0.78,600.8,1.48,11.03,2.57,240.46,1,Normal
7.24,0.1,341.12,1.42,17.95,2.85,278.33,8,Normal
6.23,3.25,793.37,0.73,14.3,2.27,236.82,50,Corrosion
6.76,3.48,1393.82,0.07,20.78,2.67,200.82,84,Contamination
7.69,0.87,360.93,0.0,21.45,2.97,24.95,40,Stagnation
6.87,1.0,417.28,0.26,16.99,1.84,27.99,41,Pression Faible
6.83,0.1,392.47,1.3,15.32,3.42,341.53,4,Normal
6.4,3.43,819.41,0.82,13.39,2.71,253.71,78,Corrosion
7.17,0.77,366.98,0.72,12.39,3.2,229.84,0,Normal
7.14,0.77,429.26,0.98,14.89,2.69,257.14,15,Normal
7.14,0.55,494.82,1.03,19.06,3.48,339.76,12,Normal
7.98,4.02,855.24,0.08,12.64,2.81,338.56,82,Contamination
7.62,0.45,335.01,1.1,11.78,2.95,299.6,0,Normal
7.19,0.52,316.55,0.78,12.76,2.51,317.09,15,Normal
7.47,0.66,373.75,0.76,17.23,3.19,310.87,11,Normal
7.72,0.49,374.31,0.88,10.32,3.2,294.73,9,Normal
7.35,0.87,360.92,0.3,16.44,3.05,263.38,2,Normal
7.32,0.66,305.34,0.91,19.43,2.78,303.33,10,Normal
6.41,0.2,415.75,1.37,10.91,3.02,281.21,14,Normal
6.38,1.53,986.02,0.6,16.67,2.83,234.89,59,Corrosion
7.69,1.22,436.72,0.06,22.16,2.57,20.11,45,Stagnation
7.1,0.29,396.02,0.82,17.31,3.2,253.86,12,Normal
7.5,1.52,432.47,0.03,19.82,2.76,39.03,49,Stagnation
7.42,1.58,153.48,0.23,21.69,2.54,26.79,68,Stagnation
7.62,0.29,547.45,1.12,16.87,2.9,234.59,11,Normal
7.48,0.56,536.16,0.94,13.74,3.42,395.59,14,Normal
6.0,1.9,1062.11,0.72,17.8,2.7,343.84,54,Corrosion
6.99,0.6,351.13,0.92,13.76,3.22,345.92,0,Normal
6.22,2.41,928.04,1.07,18.79,1.72,233.67,68,Corrosion
7.13,0.63,393.32,1.22,11.76,3.08,345.01,12,Normal
6.76,1.0,519.09,1.0,12.51,2.95,304.19,9,Normal
7.33,0.8,352.39,1.17,11.12,2.88,318.84,14,Normal
7.41,0.57,355.92,1.34,18.49,1.26,35.27,20,Pression Faible
7.95,0.5,368.74,0.84,16.13,3.12,347.53,1,Normal
6.92,0.44,603.05,1.07,14.48,2.72,325.3,1,Normal
7.51,0.67,374.12,1.11,20.01,3.32,260.79,6,Normal
4.96,6.59,1439.57,0.0,17.96,2.82,305.21,96,Contamination
7.04,0.76,414.8,0.74,17.75,2.62,364.22,4,Normal
6.4,3.61,868.35,0.65,16.25,2.77,210.84,57,Corrosion
7.03,0.69,283.0,1.1,14.84,1.11,57.79,21,Pression Faible
5.54,4.05,774.55,0.98,16.49,1.69,357.55,65,Corrosion
7.77,0.82,447.16,0.0,25.65,2.23,24.77,55,Stagnation
6.98,0.82,537.03,1.44,13.8,1.31,81.64,39,Pression Faible
6.91,0.98,536.28,1.06,19.75,3.36,304.09,4,Normal
7.3,0.8,305.38,1.5,14.32,3.46,299.74,1,Normal
7.3,0.79,346.82,0.82,19.14,0.51,55.22,46,Pression Faible
5.71,1.64,1202.0,1.18,17.78,2.54,330.1,64,Corrosion
6.86,2.27,381.54,0.07,21.14,2.18,49.25,66,Stagnation
7.44,0.74,277.63,1.05,16.56,3.08,241.98,3,Normal
7.52,0.52,304.5,0.44,16.82,3.74,249.24,7,Normal
7.25,0.72,273.03,0.86,12.42,3.3,366.28,6,Normal
7.25,0.33,355.72,0.81,12.07,2.97,328.74,12,Normal
7.35,0.5,405.71,0.98,11.11,3.05,270.82,4,Normal
6.8,0.57,338.83,1.07,17.54,2.71,304.61,6,Normal
5.28,3.73,628.19,0.65,20.02,2.71,178.16,68,Corrosion
7.41,0.64,336.68,0.84,13.69,2.94,205.35,2,Normal
7.15,0.86,310.4,0.82,11.45,3.18,360.16,4,Normal
6.4,1.5,999.96,1.23,17.53,2.99,221.7,55,Corrosion
7.59,1.82,482.82,0.0,21.09,2.86,33.25,57,Stagnation
7.24,0.39,518.86,1.5,18.79,3.43,282.06,7,Normal
7.05,0.75,403.86,1.33,18.5,1.36,51.38,21,Pression Faible
6.69,0.55,488.03,0.98,20.74,2.68,239.58,12,Normal
5.73,1.94,1005.26,0.67,11.36,3.16,144.4,50,Corrosion
6.14,2.75,1262.14,0.06,25.67,3.17,372.08,82,Contamination
7.29,0.3,412.81,1.18,17.11,2.86,324.44,5,Normal
6.92,0.49,288.42,0.91,11.47,1.07,98.06,42,Pression Faible
7.09,0.95,457.16,0.12,21.0,2.74,35.9,68,Stagnation
7.54,0.48,348.72,0.8,15.92,2.89,271.54,15,Normal
7.32,0.86,469.9,0.0,22.61,2.7,24.19,46,Stagnation
7.78,0.5,243.87,0.92,15.19,3.13,287.13,8,Normal
6.9,0.28,334.64,0.83,11.6,2.78,332.97,13,Normal
7.69,0.65,530.59,1.29,17.5,2.9,307.05,5,Normal
7.33,1.09,456.82,0.17,22.85,2.45,30.56,41,Stagnation
7.33,0.63,248.1,0.68,18.32,2.98,278.8,15,Normal
7.39,1.07,505.79,0.0,22.05,2.57,33.96,42,Stagnation
7.59,1.46,392.73,0.01,26.91,2.41,28.16,65,Stagnation
7.4,0.82,345.55,0.7,11.27,3.48,248.09,13,Normal
7.19,0.3,255.16,0.91,12.19,2.79,400.31,7,Normal
7.33,0.69,482.47,0.97,13.68,3.07,308.42,3,Normal
7.27,1.26,379.37,0.08,21.33,2.12,10.0,67,Stagnation
5.62,3.94,838.06,1.03,9.63,2.4,168.73,67,Corrosion
7.14,0.98,446.02,1.51,14.24,3.41,403.66,14,Normal
5.96,2.07,636.44,0.71,16.25,3.61,172.3,71,Corrosion
7.22,0.14,357.32,1.09,16.54,3.18,319.87,1,Normal
7.37,0.51,295.21,0.44,13.36,2.96,362.7,4,Normal
7.46,1.1,488.55,0.07,23.62,3.09,51.91,70,Stagnation
7.23,0.9,557.89,0.86,17.04,0.86,73.78,35,Pression Faible
7.55,0.36,387.19,0.53,21.02,3.38,309.4,1,Normal
7.35,0.58,538.43,0.84,17.2,3.32,360.77,11,Normal
6.52,0.38,298.08,1.04,8.95,2.39,408.5,13,Normal
7.39,0.52,436.37,1.04,17.99,2.81,309.33,14,Normal
7.27,0.29,527.7,0.87,18.05,3.03,381.68,1,Normal
6.89,0.47,309.43,0.94,19.62,1.68,33.8,25,Pression Faible
7.27,0.1,479.5,1.34,14.88,3.03,303.68,0,Normal
6.96,0.59,376.86,1.28,14.66,2.74,223.21,3,Normal
6.64,0.76,354.22,1.1,20.35,2.83,268.63,7,Normal
5.95,2.52,1277.51,1.27,17.86,3.38,239.31,68,Corrosion
7.29,0.44,270.96,1.36,16.6,3.01,299.88,13,Normal
6.75,0.3,433.62,0.84,14.35,2.97,265.88,10,Normal
6.91,0.18,385.35,1.19,10.07,2.99,314.06,3,Normal
6.9,0.78,361.43,0.97,14.52,2.47,350.44,3,Normal
6.91,0.45,459.77,1.44,11.76,2.87,369.12,13,Normal
7.37,7.34,884.66,0.03,17.33,2.64,216.27,92,Contamination
6.59,8.71,1217.75,0.12,18.72,2.67,363.88,82,Contamination
7.26,0.69,293.17,1.31,18.21,3.09,259.65,15,Normal
7.19,0.62,423.46,1.18,18.04,2.81,242.25,13,Normal
7.19,0.43,478.58,0.68,18.06,3.41,300.02,14,Normal
7.22,0.35,345.73,0.88,19.33,2.98,233.89,11,Normal
7.28,0.67,397.46,1.44,17.33,2.69,272.43,6,Normal
7.59,0.37,483.64,0.0,24.05,2.77,35.05,48,Stagnation
7.0,0.53,348.66,0.69,13.98,3.21,302.19,4,Normal
7.64,0.65,465.87,0.52,14.14,2.68,290.85,1,Normal
6.99,0.42,506.12,1.14,18.02,2.52,302.9,3,Normal
7.77,9.01,735.57,0.03,22.14,2.84,254.48,94,Contamination
6.74,0.31,231.11,1.02,17.69,2.62,312.89,10,Normal
7.45,0.5,238.93,1.12,14.84,2.95,272.66,9,Normal
7.53,1.45,689.06,0.11,25.02,2.61,29.0,65,Stagnation
6.06,1.52,961.17,0.2,13.41,2.84,321.64,80,Corrosion
8.07,1.08,465.57,0.2,19.34,2.62,21.72,45,Stagnation
7.15,0.41,443.54,1.17,17.67,3.1,308.58,7,Normal
7.76,0.2,569.56,0.91,16.71,2.9,264.87,15,Normal
7.39,8.08,1341.9,0.02,32.45,3.26,346.67,86,Contamination
7.09,0.37,372.02,1.32,12.03,2.68,326.98,14,Normal
7.3,0.35,290.88,1.43,16.07,2.59,235.32,13,Normal
5.86,3.09,1019.0,1.14,11.53,2.89,335.55,57,Corrosion
7.6,0.57,634.8,1.18,18.13,3.01,260.95,13,Normal
6.94,0.54,378.85,0.47,11.92,2.9,336.36,4,Normal
7.2,0.78,301.31,0.91,18.96,1.25,49.85,48,Pression Faible
6.82,0.62,377.57,0.98,13.16,3.15,284.95,1,Normal
7.14,0.33,492.17,0.93,16.82,2.64,386.69,15,Normal
6.4,0.97,739.61,0.94,12.04,2.75,275.6,66,Corrosion
7.14,0.61,330.67,0.33,17.95,3.29,425.18,12,Normal
6.54,0.65,203.13,1.53,16.46,2.71,339.01,3,Normal
7.03,0.56,420.6,1.52,20.44,2.82,352.91,7,Normal
7.31,0.22,330.38,1.7,16.07,3.3,289.4,0,Normal
7.28,1.21,423.39,0.0,19.99,2.71,26.19,53,Stagnation
7.21,0.87,431.31,1.24,11.7,1.37,95.1,24,Pression Faible
7.5,0.22,425.48,1.51,14.7,3.15,339.02,7,Normal
7.09,2.12,499.95,0.15,18.68,2.74,35.06,42,Stagnation
7.69,0.44,301.23,0.8,13.49,2.66,364.51,9,Normal
7.6,0.46,360.72,0.46,17.09,3.5,268.14,14,Normal
6.91,6.87,1717.33,0.06,18.78,2.95,228.75,98,Contamination
6.77,0.34,501.29,0.9,13.41,2.84,293.12,14,Normal
7.71,0.47,321.37,1.01,20.27,2.85,240.95,4,Normal
6.6,6.26,1406.47,0.1,13.82,2.61,283.84,92,Contamination
7.41,0.25,339.27,0.82,17.83,3.16,345.19,11,Normal
8.04,1.05,331.26,0.0,18.32,2.36,26.16,62,Stagnation
